GST Geography - France,"Region in northwest France, site of Allied invasion, 1944?",Normandy
GST Geography - France,Hot summer month under French calendar?,Thermidor
GST Geography - France,"Empire including France, 800-888 A.D.?",Carolingian
GST Geography - Fiji,Capital?,Suva
GST Geography - Fiji,Official languages?,"English, Fijian, Hindi"
GST Geography - Fiji,Largest island?,Viti Levu
GST Geography - Fiji,Professional golfer?,Vijay Singh
GST Geography - Finland,Capital & site of Accord on Human Rights?,Helsinki
GST Geography - Finland,Gulfs?,"Gulf of Bothnia, Gulf of Finland"
GST Geography - Finland,Currency?,Euro (formerly Markka)
GST Geography - Finland,Northern herdsmen?,Lapps (aka Sami)
GST Geography - Finland,Cell Phone maker?,Nokia
GST Geography - Finland,Composer?,Jean Sibelius
GST Geography - Finland,Finnish-American architect?,Eero Saarinen
GST Geography - Finland,Runner known as the 'Flying Finn'?,Paavo Nurmi
GST Geography - France,Capital & largest city?,Paris
GST Geography - France,Southern port & second largest city?,Marseille
GST Geography - France,Film festival city?,Cannes
GST Geography - France,Southern tourist coast known as French Riviera?,Cote d’Azur
GST Geography - France,Côte d’Azur cultural center?,Nice
GST Geography - France,Brigitte Bardot’s tourist city?,St. Tropez
GST Geography - France,Spa city and World War II capital?,Vichy
GST Geography - France,Former seat of the Papacy?,Avignon
GST Geography - France,Stained glass cathedral city?,Chartres
GST Geography - France,Porcelain city?,Limoges
GST Geography - France,National anthem?,La Marseilles
GST Geography - France,"Prime minister, 1906-09, 1917-20?",Georges Clemenceau
GST Geography - France,"Chief of Vichy government, 1940-44?",Marshal Pétain
GST Geography - France,Current government?,The Fifth Republic
GST Geography - France,"Fifth Republic leaders: President, 1959-69?",Charles de Gaulle (WWII general-in-exile)
GST Geography - France,"Fifth Republic leaders: President, 1969-74?",Georges Pompidou
GST Geography - France,"Fifth Republic leaders: President, 1974-81?",Valery Giscard d’Estaing
GST Geography - France,Fifth Republic leaders: Socialist president 1981-95?,Francois Mitterrand
GST Geography - France,"Fifth Republic leaders: President, 1995-2007?",Jacques Chirac (former Paris mayor)
GST Geography - France,"Fifth Republic leaders: President, 2007-12?",Nicolas Sarkozy
GST Geography - France,Sarkozy’s wife & model?,Carla Bruni
GST Geography - France,"Fifth Republic leaders: President, 2012-17?",François Hollande
GST Geography - France,"Current president, 2017-?",Emmanuel Macron
GST Geography - France,Floral symbol?,Fleur-de-Lis
GST Geography - France,"Paris site, Tomb of the Unknown Soldier?",Arc de Triomphe
GST Geography - France,Paris gardens?,Tuilleries
GST Geography - France,Paris river?,Seine
GST Geography - France,Paris’ oldest bridge?,Pont Neuf (new bridge)
GST Geography - France,Region known for its mustard?,Dijon
GST Geography - France,Region in east-central France known for its wines?,Burgundy
GST Geography - France,"Region in northwest France, site of Allied invasion, 1944?",Normandy
GST Geography - France,Hot summer month under French calendar?,Thermidor
GST Geography - France,"Empire including France, 800-888 A.D.?",Carolingian
GST Geography - France,12th century minstrels?,Troubadours
GST Geography - France,"Ruling house of France, 987-1328?",Capetians
GST Geography - France,Middle ages middle class?,Bourgeoisie
GST Geography - France,"She fought in the Siege of Orléans, 1429?",Joan of Arc
GST Geography - France,"Ruling family, 13th to 19th century?",Bourbons
GST Geography - France,French Protestants?,Huguenots
GST Geography - France,Cardinal who opposed the Huguenots?,Cardinal Richelieu
GST Geography - France,Day the Huguenots were massacred?,St. Bartholomew’s Day
GST Geography - France,"Document of the revolution, 1789?",Declaration of the Rights of Man and of the Citizens
GST Geography - France,Prison stormed by French peasants?,Bastille
GST Geography - France,Date of the storming of the Bastille?,"July 14, 1789"
GST Geography - France,French leader subject of a David painting?,Jean-Paul Marat
GST Geography - France,She killed Marat?,Charlotte Corday
GST Geography - France,"Leader deposed on 9 Thermidor, 1794?",Maximilien Robespierre
GST Geography - France,Robespierre’s supporters?,Jacobins
GST Geography - France,The Sun King (le Roi Soleil)?,Louis XIV
GST Geography - France,Louis XIV’s imprisoned brother?,The 'Man in the Iron Mask'
GST Geography - France,Louis XV’s lover?,Madame Pompadour
GST Geography - France,Louis XVI’s Queen?,Marie Antoinette
GST Geography - France,Marie Antoinette’s mother?,Maria Teresa (of the Habsburgs)
GST Geography - France,Palace built by Louis XIV?,Versailles
GST Geography - France,Versailles’ hall?,Hall of Mirrors
GST Geography - France,Napoleon’s first wife?,Josephine
GST Geography - France,Napoleon’s second wife?,Marie Louise
GST Geography - France,He defeated Napoleon at Waterloo?,Duke of Wellington
GST Geography - France,"Napoleon’s son, king of Rome?",Napoleon II
GST Geography - France,"Napoleon’s brother, king of Spain?",Joseph Bonaparte
GST Geography - France,"Napoleon’s nephew, emperor of France, 1852-70?",Napoleon III (Louis Napoleon)
GST Geography - France,"Army major stripped of honor, 1895?",Major Dreyfus
GST Geography - France,He defended Major Dreyfus with J’Accuse?,Émile Zola
GST Geography - France,Island where Major Dreyfus was exiled?,Devil’s Island
GST Geography - France,12th century philosopher who had an affair with Héloïse (d’Argenteuil)?,Peter Abelard
GST Geography - France,15th century heroine known as The Maid of Orléans?,Joan of Arc
GST Geography - France,17th century philosopher who developed analytical geometry?,René Descartes
GST Geography - France,"17th century playwright & actor, Armande Bejart’s wife?",Molière
GST Geography - France,17th century probability pioneer?,Blaise Pascal
GST Geography - France,Late 18th century ballooning pioneers?,Montgolfier brothers
GST Geography - France,Pioneering inventors & filmmaking brothers?,Lumière brothers
GST Geography - France,18th century Enlightenment writer?,Voltaire
GST Geography - France,Founder of modern chemistry?,Antoine Lavoisier
GST Geography - France,Grand dictionary lexicographer?,Pierre Larousse
GST Geography - France,19th century novelist & playwright from Rouen?,Gustave Flaubert
GST Geography - France,19th century photography pioneer?,Louis Daguerre
GST Geography - France,"Trend-setting actress, late 19th century, early 20th century?",Sarah Bernhardt
GST Geography - France,"20th century philosopher, playwright & literary critic?",Jean-Paul Sartre
GST Geography - France,French-Algerian existential author?,Albert Camus
GST Geography - France,"Actress, singer & animal rights activist?",Brigitte Bardot
GST Geography - France,Baby doctor?,Fernand Lamaze
GST Geography - France,"Paris satirical magazine involved in terrorist attack, 2015?",Charlie Hebdo
GST Geography - France,Largest auto company?,"PSA (sold under Peugeot, Citroën & DS Automobiles)"
GST Geography - France,Radical innovation?,Avant garde
GST Geography - France,Reason for being?,Raison d’être
GST Geography - France,Dispatch in style?,Depeche mode
GST Geography - France,Fatal or dangerous woman?,Femme fatale
GST Geography - France,That’s too bad?,C’est dommage
GST Geography - France,Ready to wear?,Prêt à porter
GST Geography - Martinique,Capital?,Fort de France
GST Geography - Martinique,Island group?,Lesser Antilles
GST Geography - Martinique,Dormant volcano?,Mt. Pelee
GST Geography - Martinique,"City destroyed by Mt. Pelee, 1902?",Saint-Pierre
GST Geography - Guadeloupe,Capital?,Basse-Terre
GST Geography - Saint Martin,"Capital, French side?",Marigot
GST Geography - Saint Martin,"Capital, Dutch side?",Philipsburg
GST Geography - Society Islands (French Polynesia),Principal island?,Tahiti
GST Geography - Society Islands (French Polynesia),Capital?,Papeete
GST Geography - Society Islands (French Polynesia),Other Society Islands of note?,"Bora Bora, Moorea"
GST Geography - Society Islands (French Polynesia),Tahitian trees sought by the HMS Bounty?,Breadfruit
GST Geography - Society Islands (French Polynesia),Term for Tahitian women?,Wahine
GST Geography - Gabon,Capital?,Libreville
GST Geography - Gabon,Official language?,French
GST Geography - Gabon,Gulf?,Gulf of Guinea
GST Geography - The Gambia,Capital?,Banjul
GST Geography - The Gambia,Official language?,English
GST Geography - Georgia,Capital?,Tbilisi
GST Geography - Georgia,Official language?,Georgian
GST Geography - Georgia,Religion?,Georgian Orthodox
GST Geography - Georgia,"USSR leader, 1929-53?",Joseph Stalin
GST Geography - Georgia,President 1995-2003?,Eduard Shevardnadze
GST Geography - Georgia,Mountains?,Caucasus
GST Geography - Georgia,Sea?,Black Sea
GST Geography - Georgia,Cave monastery?,Vardzia
GST Geography - Germany,Capital & largest city?,Berlin
GST Geography - Germany,West German capital?,Bonn
GST Geography - Germany,Port & second largest city?,Hamburg
GST Geography - Germany,Financial center?,Frankfurt
GST Geography - Germany,Twin Tower Cathedral city?,Cologne
GST Geography - Germany,Oldest German university city?,Heidelberg
GST Geography - Germany,City destroyed by Allied firestorm (described in Vonnegut’s Slaughterhouse-Five)?,Dresden
GST Geography - Germany,Currency?,Euro (formerly mark)
GST Geography - Germany,Home of Wagner Music Festival?,Bayreuth
GST Geography - Germany,Largest state?,Bavaria
GST Geography - Germany,Capital of Bavaria?,Munich
GST Geography - Germany,Annual Bavarian party?,Oktoberfest
GST Geography - Germany,Southwest forest?,Black Forest
GST Geography - Germany,City known for its baths?,Baden Baden
GST Geography - Germany,"German chancellor, 1871-90?",Otto von Bismarck (The Iron Chancellor)
GST Geography - Germany,"Emperor, 1888-1918?",Kaiser Wilhelm (William) II
GST Geography - Germany,"President of German Republic, 1925-34?",Paul von Hindenburg
GST Geography - Germany,"West German chancellor, 1949-63?",Konrad Adenauer (Der Alte)
GST Geography - Germany,"West German chancellor, 1969-74?","Willy Brandt (Nobel Peace Prize, 1971)"
GST Geography - Germany,"West German chancellor, 1974-82?",Helmut Schmidt
GST Geography - Germany,"West German & German chancellor, 1982-98?",Helmut Kohl
GST Geography - Germany,"German chancellor, 1998-2005?",Gerhard Schröeder
GST Geography - Germany,"German chancellor, 2005-?",Angela Merkel
GST Geography - Germany,Industrial region?,Ruhr
GST Geography - Germany,Northeast sea?,North Sea
GST Geography - Germany,Northwest sea?,Baltic Sea
GST Geography - Germany,Cologne river flowing into North Sea?,Rhine
GST Geography - Germany,Hamburg river flowing into the North Sea?,Elbe
GST Geography - Germany,"River originating in Germany, flowing into Black Sea?",Danube
GST Geography - Germany,16th century Reformation leader?,Martin Luther
GST Geography - Germany,16th to 17th century astronomer?,Johannes Kepler
GST Geography - Germany,17th to 18th century mathematician & philosopher?,Gottfried Leibniz
GST Geography - Germany,18th century Baroque composer?,Johann Sebastian (J. S.) Bach
GST Geography - Germany,J. S. Bach’s composer son?,C. P. E. Bach (most famous of several composer sons)
GST Geography - Germany,18th century transcendental philosopher?,Immanuel Kant
GST Geography - Germany,"18th to 19th century writer, poet & statesman?",Johann Wolfgang von Goethe
GST Geography - Germany,18th to 19th century Classical & Romantic composer?,Ludwig van Beethoven
GST Geography - Germany,19th century 'God is dead' philosopher?,Friedrich Nietzsche
GST Geography - Germany,19th century 'absolute idealism' philosopher?,Georg Hegel
GST Geography - Germany,19th century lieder composer & music critic?,Robert Schumann
GST Geography - Germany,Robert Schumann’s wife & concert pianist?,Clara (Wieck) Schumann
GST Geography - Germany,19th century chemist?,Robert Bunsen
GST Geography - Germany,19th century publisher of travel guides?,Karl Baedeker
GST Geography - Germany,19th to 20th century quantum theory physicist?,Max Planck
GST Geography - Germany,"20th century theoretical physicist, known for 'Uncertainty Principal'?",Werner Heisenberg
GST Geography - Germany,20th century 'question of being' philosopher & Nazi patronizer?,Martin Heidegger
GST Geography - Germany,20th century German-American physicist & theorist?,Albert Einstein
GST Geography - Germany,20th century poet & playwright?,Bertolt Brecht
GST Geography - Germany,20th century psychology?,Gestalt
GST Geography - Germany,1930’s actress?,Marlene Dietrich
GST Geography - Germany,"Model, fashion designer & Project Runway producer?",Heidi Klum
GST Geography - Germany,1990’s super model & fashion designer?,Claudia Schiffer
GST Geography - Germany,Six-time major singles tennis champion?,Boris Becker
GST Geography - Germany,Unofficial designation for Germany from 1919-33?,Weimar Republic
GST Geography - Germany,Weimar school of arts & crafts?,Bauhaus
GST Geography - Germany,Bauhaus architect?,Walter Gropius
GST Geography - Germany,Steel & armaments making family?,Krupp
GST Geography - Germany,Noble family?,Hohenzollern
GST Geography - Germany,Airship?,Zeppelin
GST Geography - Germany,"Airship, set Atlantic crossing record, 1929?",Graf Zeppelin
GST Geography - Germany,"Airship, burned at Lakehurst, NJ, 1937?","Hindenburg ('Oh, the humanity!')"
GST Geography - Germany,Aspirin manufacturer?,Bayer
GST Geography - Germany,Harmonica manufacturer?,Hohner
GST Geography - Germany,"Ghostly double, literally 'double-goer'?",Doppelgänger
GST Geography - Germany,Child prodigy?,Wunderkind
GST Geography - Germany,Master hunter (also a popular digestif)?,Jägermeister
GST Geography - Germany,Pipe?,Meerschaum
GST Geography - Germany,Snout?,Snorkel
GST Geography - Germany,Count?,Graf
GST Geography - Germany,Substitute of inferior quality?,Ersatz
GST Geography - Germany,Dumplings?,Spaetzle
GST Geography - Ghana,Capital?,Accra
GST Geography - Ghana,Official language?,English
GST Geography - Ghana,River?,Volta
GST Geography - Ghana,US ambassador?,Shirley Temple Black
GST Geography - Ghana,UN Secretary-General?,Kofi Annan
GST Geography - Greece,Capital & largest city?,Athens
GST Geography - Greece,Second largest city?,Thessalonica
GST Geography - Greece,Largest port?,Piraeus
GST Geography - Greece,Official language?,Greek
GST Geography - Greece,"Prime Minister, 1944–1945, 1963, 1964–1965?",Georgios Papandreou
GST Geography - Greece,Last king?,Constantine II
GST Geography - Greece,Currency?,Euro (formerly drachma)
GST Geography - Greece,Religion?,Eastern (Greek) Orthodox
GST Geography - Greece,Peninsula?,Peloponnesus
GST Geography - Greece,Oracle site?,Delphi
GST Geography - Greece,Athens fortified hilltop?,Acropolis
GST Geography - Greece,Acropolis’ landmark?,Parthenon
GST Geography - Greece,Largest island?,Crete
GST Geography - Greece,Ancient Crete capital?,Knossos
GST Geography - Greece,Ancient king of Crete?,Minos
GST Geography - Greece,Second largest island?,Euboea
GST Geography - Greece,Sappho’s island?,Lesbos
GST Geography - Greece,Tallest mountain?,Olympus
GST Geography - Greece,Plain?,Marathon
GST Geography - Greece,Mountain pass?,Thermopylae
GST Geography - Greece,Philosopher poisoned by hemlock?,Socrates
GST Geography - Greece,Philosopher & Academy founder?,Plato
GST Geography - Greece,"Philosopher, taught Alexander the Great, founded Lyceum?",Aristotle
GST Geography - Greece,Theorem mathematician?,Pythagoras
GST Geography - Greece,First actor?,Thespis
GST Geography - Greece,He had a sword hanging over his head?,Damocles
GST Geography - Greece,"Physician, doctor’s oath named for him?",Hippocrates
GST Geography - Greece,"Physician, philosopher & prolific author, c. 129 A.D.- c. 200 A.D.?",Galen
GST Geography - Greece,He sought an honest man?,Diogenes
GST Geography - Greece,"Mathematician, founder of hydrostatics?",Archimedes
GST Geography - Greece,Shipping magnate?,Aristotle Onassis
GST Geography - Greece,Greek-American tennis player?,Pete Sampras
GST Geography - Greece,Greek-American opera singer?,Maria Callas
GST Geography - Greece,"Composer, keyboardist, pianist, & music producer?",Yanni
GST Geography - Greece,Liquor?,Ouzo
GST Geography - Greece,Drink?,Mastika
GST Geography - Greece,Sandwich with meat in tzatziki sauce on pita bread?,Gyro
GST Geography - Greece,"Phyllo dough filled with honey, walnuts & pistachios?",Baklava
GST Geography - Greece,Treasure?,Thesaurus
GST Geography - Greece,Ten words?,Decalogue
GST Geography - Greece,Rainbow?,Iris
GST Geography - Greece,Single letter?,Monogram
GST Geography - Greece,Werewolf?,Lycanthrope
GST Geography - Greece,Rug?,Flokati
GST Geography - Greece,Love of man?,Philanthropy
GST Geography - Greece,Love of trees?,Philodendron
GST Geography - Greece,To sell alone?,Monopoly
GST Geography - Greece,The masses?,Hoi polloi
GST Geography - Greece,People rule?,Democracy
GST Geography - Greece,Without pain?,Analgesic
GST Geography - Greek Prefixes,Geo?,Earth
GST Geography - Greek Prefixes,Infra?,Under
GST Geography - Greek Prefixes,Mono?,One
GST Geography - Greek Prefixes,Omni?,All
GST Geography - Greek Prefixes,Quasi?,In some sense or degree
GST Geography - Greek Prefixes,Para?,Approximately
GST Geography - Greek Prefixes,Philo?,Love of
GST Geography - Greek Prefixes,Proto?,First
GST Geography - Greek Prefixes,Pseudo?,FALSE
GST Geography - Grenada,Capital?,St. George’s
GST Geography - Grenada,Official language?,English
GST Geography - Guatemala,Capital?,Guatemala City
GST Geography - Guatemala,Official language?,Spanish
GST Geography - Guatemala,Currency?,Quetzal
GST Geography - Guatemala,Religion?,Roman Catholic
GST Geography - Guinea,Capital?,Conakry
GST Geography - Guinea,Official language?,French
GST Geography - Guinea-Bissau,Capital?,Bissau
GST Geography - Guinea-Bissau,Official language?,Portuguese
GST Geography - Guyana,Capital?,Georgetown
GST Geography - Guyana,Official language?,English
GST Geography - Haiti,Capital & largest city?,Port-au-Prince
GST Geography - Haiti,Official languages?,"Haitian, Creole"
GST Geography - Haiti,Island?,Hispaniola (Greater Antilles)
GST Geography - Haiti,Sea?,Caribbean Sea
GST Geography - Haiti,Leader of Haitian independence movement during French Revolution?,Toussaint Louverture
GST Geography - Haiti,"First ruler of independent Haiti, 1801?",Jean-Jacques Dessalines
GST Geography - Haiti,"President, 1807-11, King 1811-20?",Henri Christophe
GST Geography - Haiti,"President, 1957-71?",Francois Duvalier ('Papa Doc')
GST Geography - Haiti,"President, 1971-86?",Jean-Claude Duvalier ('Baby Doc')
GST Geography - Haiti,"President, 1991-96, 2001-04?",Jean-Bertrand Aristide (exiled for a time in the US)
GST Geography - Honduras,Capital & largest city?,Tegucigalpa
GST Geography - Honduras,Religion?,Roman Catholic
GST Geography - Honduras,Official language?,Spanish
GST Geography - Honduras,Currency?,Lempira
GST Geography - Honduras,Sea?,Caribbean Sea
GST Geography - Honduras,Resort Island?,Roatán
GST Geography - Honduras,Northern Indians?,Mayans
GST Geography - Honduras,Caribbean coastal Indians?,Miskito
GST Geography - Hungary,Capital & largest city?,Budapest
GST Geography - Hungary,Official language?,Magyar aka Hungarian
GST Geography - Hungary,River?,Danube
GST Geography - Hungary,Patron saint?,St. Stephen
GST Geography - Hungary,Year of anti-communist revolt?,1956
GST Geography - Hungary,Leader of 1956 revolt?,Imre Nagy
GST Geography - Hungary,19th century composer?,Franz Liszt
GST Geography - Hungary,20th century composer?,Béla Bartók
GST Geography - Hungary,Magician?,Harry Houdini
GST Geography - Hungary,Publisher & business leader?,Joseph Pulitzer
GST Geography - Hungary,Dracula actor?,Bela Lugosi
GST Geography - Hungary,Actor normally cast in sinister roles?,Peter Lorre
GST Geography - Hungary,Hungarian-American actress-sisters?,"Magda, Zsa Zsa & Eva Gabor"
GST Geography - Iceland,Capital?,Reykjavik
GST Geography - Iceland,Official language?,Islenska (Icelandic)
GST Geography - Iceland,Currency?,Krona
GST Geography - Iceland,Major source of energy?,Geothermal
GST Geography - Iceland,Major religion?,Lutheranism
GST Geography - Iceland,"Singer, songwriter, producer, DJ, & actress?",Björk
GST Geography - Iceland,12th to 13th century literature?,Edda
GST Geography - India,Capital?,New Delhi
GST Geography - India,Largest city?,Mumbai (Bombay)
GST Geography - India,Second largest city?,Delhi
GST Geography - India,West Bengal capital?,Kolkata (Calcutta)
GST Geography - India,Movie making district of Mumbai?,Bollywood
GST Geography - India,Official languages?,"Hindi, English"
GST Geography - India,Currency?,Rupee
GST Geography - India,Bay?,Bay of Bengal
GST Geography - India,Sea?,Arabian Sea
GST Geography - India,Southern triangular plateau?,Deccan Plateau
GST Geography - India,Divisional system of society?,Caste system
GST Geography - India,Agra Shrine?,Taj Mahal
GST Geography - India,Taj Mahal builder?,Shah Jahan
GST Geography - India,"Shah Jahan’s throne, pillaged by the Persians?",Peacock Throne
GST Geography - India,Prophet of nonviolence?,Mahatma Gandhi
GST Geography - India,"Prime minister, 1947-1964?",Jawaharlal Nehru
GST Geography - India,"Female prime minister, 1980-84?",Indira Gandhi (Nehru’s daughter)
GST Geography - India,"Prime minister, 1984-88?",Rajiv Gandhi (Indira’s son)
GST Geography - India,Wheel of Law?,Dharmachakra
GST Geography - India,Plucked stringed instrument used in Hindustani & Indian music?,Sitar
GST Geography - India,Famed Sitar player?,Ravi Shankar
GST Geography - India,Controversial author?,Salman Rushdie
GST Geography - India,Indian-American conductor?,Zubin Mehta
GST Geography - India,Indian-American author & physician?,Deepak Chopra
GST Geography - India,Clarified butter?,Ghee
GST Geography - India,Dish of Indian Subcontinent using complex combinations of spices or herbs?,Curry
GST Geography - India,Site of 1984 Union Carbide disaster?,Bhopal
GST Geography - India,Gandhi’s 'Children of God'?,Untouchables
GST Geography - India,Vivien Leigh’s birthplace & northern tea center?,Darjeeling
GST Geography - India,Former Portuguese colony?,Goa
GST Geography - Indonesia,Capital & largest city?,Jakarta
GST Geography - Indonesia,Jakarta’s Island?,Java
GST Geography - Indonesia,Other main islands?,"Sumatra, Borneo, New Guinea"
GST Geography - Indonesia,Resort island?,Bali
GST Geography - Indonesia,Majority religion?,Muslim
GST Geography - Indonesia,Currency?,Rupiah
GST Geography - Indonesia,Region that earned independence in 2002?,East Timor
GST Geography - Indonesia,"Volcanic island, erupted in 1883?",Krakatoa
GST Geography - Indonesia,"Leader forced to resign, 1998?",Suharto
GST Geography - Indonesia,Suharto’s predecessor?,Sukarno
GST Geography - Indonesia,"Female president, 2001-04?",Megawati (Sukarnoputri)
GST Geography - Iran,Capital & largest city?,Tehran
GST Geography - Iran,"Shah of Iran, 1941-79?",Mohammed Reza Pahlavi
GST Geography - Iran,"Revolutionary government head, 1979-89?",Ayatollah Khomeini
GST Geography - Iran,"President, 1989-1997?",Akbar Rafsanjani
GST Geography - Iran,"President, 1997-2005?",Mohammad Khatami
GST Geography - Iran,"President, 2005-13?",Mahmoud Ahmadinejad
GST Geography - Iran,"President, 2013-?",Hassan Rowhani
GST Geography - Iran,Currency?,Rial
GST Geography - Iran,Police dissolved in 1979?,Savak
GST Geography - Iran,Gulfs?,"Persian Gulf, Gulf of Oman"
GST Geography - Iran,Strait?,Strait of Hormuz
GST Geography - Iran,Lake?,Caspian Sea
GST Geography - Iraq,Capital & largest city?,Baghdad
GST Geography - Iraq,Second largest city?,Basra
GST Geography - Iraq,"President, 1979-2006?",Saddam Hussein
GST Geography - Iraq,"Prime minister, 2006-14?",Nouri al-Maliki
GST Geography - Iraq,"Prime minister, 2018-?",Adil Abdul-Mahdi
GST Geography - Iraq,Currency?,Dinar
GST Geography - Iraq,Rivers?,Tigris & Euphrates
GST Geography - Iraq,Northern minority group?,Kurds
GST Geography - Ireland,Capital & largest city?,Dublin
GST Geography - Ireland,Second largest city?,Cork
GST Geography - Ireland,Third largest city?,Limerick
GST Geography - Ireland,Largest county?,Cork
GST Geography - Ireland,Glass works city?,Waterford
GST Geography - Ireland,Official languages?,"English, Gaelic (aka Irish)"
GST Geography - Ireland,Currency?,Euro
GST Geography - Ireland,Accent?,Brogue
GST Geography - Ireland,Sea?,Irish Sea
GST Geography - Ireland,Patron saint?,St. Patrick
GST Geography - Ireland,Kissing stone?,Blarney Stone
GST Geography - Ireland,Lakes?,Lakes of Killarney
GST Geography - Ireland,Longest river?,Shannon
GST Geography - Ireland,Dublin river?,Liffey
GST Geography - Ireland,Dublin brewer?,Guinness
GST Geography - Ireland,Dublin theater & company?,Abbey Theatre
GST Geography - Ireland,Dublin college?,Trinity
GST Geography - Ireland,Province with cycle of stories?,Ulster
GST Geography - Ireland,'Little Clover'?,Shamrock (what St. Patrick used to describe the Trinity)
GST Geography - Ireland,Moaning spirit?,Banshee
GST Geography - Ireland,Convent?,Sisters of Mercy
GST Geography - Ireland,8th century book of gospels?,Book of Kells
GST Geography - Ireland,"17th century philosopher, physicist & chemist?",Robert Boyle (Boyle’s law)
GST Geography - Ireland,1845-52 disaster?,Potato famine
GST Geography - Ireland,"Rebellion against British rule, 1916?",Easter Rising
GST Geography - Ireland,"Hunger striker, 1981?",Bobby Sands
GST Geography - Ireland,Influential avant-garde novelist & poet?,James Joyce
GST Geography - Ireland,Female novelist & playwright?,Maeve Binchy
GST Geography - Ireland,Dramatist & Abbey Theater director?,John Millington Synge
GST Geography - Ireland,Dramatist who wrote of the Dublin working class?,Sean O’Casey
GST Geography - Ireland,"17th to 18th century satirist, essayist, poet & cleric?",Jonathan Swift
GST Geography - Ireland,"Victorian era playwright, novelist, essayist, & poet?",Oscar Wilde
GST Geography - Ireland,Poet who won Nobel Prize for Literature?,William Butler Yeats
GST Geography - Ireland,Rock band from Dublin?,U2
GST Geography - Ireland,"U2 singer-songwriter, musician, businessman & philanthropist?",Bono
GST Geography - Ireland,Boomtown Rats member & Band Aid founder?,Bob Geldof
GST Geography - Ireland,"Olympic swimmer, 3 gold medals, 1996?",Michelle Smith
GST Geography - Ireland,Irish-American miners?,'Molly Maguires'
GST Geography - Israel,Capital & largest city?,Jerusalem
GST Geography - Israel,Former capital?,Tel Aviv
GST Geography - Israel,Largest port?,Haifa
GST Geography - Israel,"Southernmost city, resort on the Gulf of Aqaba?",Eilat
GST Geography - Israel,Currency?,New Shekel
GST Geography - Israel,Parliament?,Knesset
GST Geography - Israel,National anthem?,Hatikva
GST Geography - Israel,Intelligence agency?,Mossad
GST Geography - Israel,1967 war?,Six-Day War
GST Geography - Israel,1973 war?,Yom Kippur War
GST Geography - Israel,First prime minister?,David Ben-Gurion
GST Geography - Israel,Female prime minister?,Golda Meir
GST Geography - Israel,"Prime Minister, 2001-2006?",Ariel Sharon (spent 8 years in a coma)
GST Geography - Israel,"Prime minister, 1999-2001?",Ehud Barak
GST Geography - Israel,"Prime minister, 1996-1999, 2009-?",Benjamin Netanyahu
GST Geography - Israel,"Prime minister, 1974-77, 1992-95?","Yitzhak Rabin (Nobel Peace Prize, 1994)"
GST Geography - Israel,"Prime minister, 1977-83?","Menachem Begin (Nobel Peace Prize, 1978)"
GST Geography - Israel,"Prime minister, 1984-86, 1995-96?",Shimon Peres
GST Geography - Israel,Foreign minister who wore an eye patch?,Moshe Dayan
GST Geography - Israel,Israeli-American violinist & conductor?,Itzhak Perlman
GST Geography - Israel,Academy Award winning actress?,Natalie Portman
GST Geography - Israel,Jerusalem gate?,Jaffa Gate
GST Geography - Israel,Jerusalem wall?,Wailing Wall (aka Western Wall)
GST Geography - Israel,Jerusalem Islamic shrine?,Dome of the Rock
GST Geography - Israel,Jerusalem mount?,Mount of Olives
GST Geography - Israel,Garden at the foot of the Mount of Olives?,Garden of Gethsemane
GST Geography - Israel,Desert?,Negev
GST Geography - Israel,Southern gulf?,Gulf of Aqaba
GST Geography - Israel,Salty lake?,Dead Sea
GST Geography - Israel,Sea?,Sea of Galilee (aka Lake Tiberias)
GST Geography - Israel,River?,Jordan
GST Geography - Israel,Collective farm?,Kibbutz
GST Geography - Israel,'Let us rejoice' Jewish folk song?,Hava Nagila
GST Geography - Israel,Group that created Israel?,Zionists
GST Geography - Italy,Capital & largest city?,Rome (Roma)
GST Geography - Italy,"Second largest, capital of Lombardy?",Milan (Milano)
GST Geography - Italy,Capital of Piedmont region?,Turin (Torino)
GST Geography - Italy,The Jewel of the Adriatic?,Venice (Venezia)
GST Geography - Italy,Capital of Tuscany region?,Florence (Firenze)
GST Geography - Italy,Large city on southwest coast?,Naples (Napoli)
GST Geography - Italy,Northern city famous for its prosciutto & cheese?,Parma
GST Geography - Italy,Northeast Adriatic port?,Trieste
GST Geography - Italy,Galileo’s birthplace?,Pisa
GST Geography - Italy,"Italy’s largest port, Columbus’ birthplace & Venice rival?",Genoa
GST Geography - Italy,"Former prime minister who was kidnapped & murdered, 1978?",Aldo Moro
GST Geography - Italy,Group that kidnapped Aldo Moro?,Red Brigade
GST Geography - Italy,"Prime minister, 1994-95, 2001-06, 2008-11?",Silvio Berlusconi
GST Geography - Italy,"Prime minister, 2011-13?",Mario Monti
GST Geography - Italy,"Prime minister, 2013-14?",Enrico Letta
GST Geography - Italy,"Prime minister, 2014-16?",Matteo Renzi
GST Geography - Italy,"Prime minister, 2018-?",Giuseppe Conte
GST Geography - Italy,Violin manufacturing center?,Cremona
GST Geography - Italy,Religion?,Roman Catholic
GST Geography - Italy,Currency?,Euro (formerly the Lira)
GST Geography - Italy,Longest river?,Po
GST Geography - Italy,River Julius Caesar crossed as an act of insurrection against Roman Senate?,Rubicon
GST Geography - Italy,Largest lake?,Lake Garda
GST Geography - Italy,Deepest lake?,Lake Como
GST Geography - Italy,Naples island?,Capri
